---Collected Data after WordsCount---
Word: feet -> Occurrence: 45
Word: remiss -> Occurrence: 1
Word: flies -> Occurrence: 25
Word: quickly -> Occurrence: 35
Word: warm -> Occurrence: 8
Word: quickening -> Occurrence: 2
Word: pulled -> Occurrence: 17
Word: wrote -> Occurrence: 18
Word: diffuse -> Occurrence: 2
Word: detail -> Occurrence: 3
Word: uneasy -> Occurrence: 10
Word: safe -> Occurrence: 25
Word: nightexistence -> Occurrence: 1
Word: telling -> Occurrence: 24
Word: bear -> Occurrence: 24
Word: hei -> Occurrence: 1
Word: prosaic -> Occurrence: 2
Word: riot -> Occurrence: 1
Word: does -> Occurrence: 72
Word: standor -> Occurrence: 1
Word: hung -> Occurrence: 5
Word: shoulder -> Occurrence: 21
Word: goodmorning -> Occurrence: 1
Word: amazed -> Occurrence: 6
Word: reflection -> Occurrence: 3
Word: slightly -> Occurrence: 8
Word: salutation -> Occurrence: 1
Word: mistaken -> Occurrence: 4
Word: startling -> Occurrence: 5
Word: increase -> Occurrence: 2
Word: vague -> Occurrence: 9
Word: uneasiness -> Occurrence: 3
Word: bled -> Occurrence: 3
Word: trickling -> Occurrence: 1
Word: razor -> Occurrence: 1
Word: sticking -> Occurrence: 1
Word: plaster -> Occurrence: 1
Word: blazed -> Occurrence: 5
Word: demoniac -> Occurrence: 1
Word: fury -> Occurrence: 11
Word: grab -> Occurrence: 1
Word: throat -> Occurrence: 43
Word: string -> Occurrence: 1
Word: beads -> Occurrence: 4
Word: dangerous -> Occurrence: 10
Word: seizing -> Occurrence: 1
Word: wretched -> Occurrence: 1
Word: mischief -> Occurrence: 2
Word: foul -> Occurrence: 14
Word: bauble -> Occurrence: 1
Word: mans -> Occurrence: 29
Word: vanity -> Occurrence: 3
Word: wrench -> Occurrence: 3
Word: flung -> Occurrence: 6
Word: shattered -> Occurrence: 2
Word: thousand -> Occurrence: 10
Word: pieces -> Occurrence: 3
Word: annoying -> Occurrence: 1
Word: unless -> Occurrence: 19
Word: watchcase -> Occurrence: 1
Word: bottom -> Occurrence: 3
Word: shavingpot -> Occurrence: 1
Word: fortunately -> Occurrence: 10
Word: metal -> Occurrence: 6
Word: diningroom -> Occurrence: 13
Word: breakfasted -> Occurrence: 2
Word: exploring -> Occurrence: 1
Word: stairs -> Occurrence: 8
Word: view -> Occurrence: 15
Word: magnificent -> Occurrence: 1
Word: precipice -> Occurrence: 4
Word: touching -> Occurrence: 7
Word: tree -> Occurrence: 4
Word: occasionally -> Occurrence: 2
Word: rift -> Occurrence: 1
Word: chasm -> Occurrence: 1
Word: threads -> Occurrence: 1
Word: gorges -> Occurrence: 2
Word: describe -> Occurrence: 7
Word: explored -> Occurrence: 1
Word: bolted -> Occurrence: 2
Word: exit -> Occurrence: 3
Word: veritable -> Occurrence: 2
Word: prison -> Occurrence: 3
Word: prisoner -> Occurrence: 7
Word: iii -> Occurrence: 1
Word: rushed -> Occurrence: 23
Word: trying -> Occurrence: 22
Word: peering -> Occurrence: 1
Word: conviction -> Occurrence: 9
Word: helplessness -> Occurrence: 2
Word: overpowered -> Occurrence: 1
Word: mad -> Occurrence: 28
Word: behaved -> Occurrence: 1
Word: rat -> Occurrence: 4
Word: helpless -> Occurrence: 9
Word: quietlyas -> Occurrence: 1
Word: lifeand -> Occurrence: 1
Word: definite -> Occurrence: 4
Word: ideas -> Occurrence: 8
Word: knows -> Occurrence: 30
Word: imprisoned -> Occurrence: 2
Word: doubtless -> Occurrence: 14
Word: motives -> Occurrence: 1
Word: trusted -> Occurrence: 7
Word: plan -> Occurrence: 11
Word: baby -> Occurrence: 3
Word: desperate -> Occurrence: 10
Word: straits -> Occurrence: 5
Word: brains -> Occurrence: 8
Word: cautiously -> Occurrence: 3
Word: confirmed -> Occurrence: 1
Word: thoughtthat -> Occurrence: 1
Word: later -> Occurrence: 50
Word: chink -> Occurrence: 1
Word: hinges -> Occurrence: 4
Word: laying -> Occurrence: 7
Word: assured -> Occurrence: 9
Word: menial -> Occurrence: 1
Word: offices -> Occurrence: 2
Word: surely -> Occurrence: 22
Word: proof -> Occurrence: 13
Word: brought -> Occurrence: 37
Word: control -> Occurrence: 3
Word: garlic -> Occurrence: 20
Word: ash -> Occurrence: 2
Word: bless -> Occurrence: 16
Word: whenever -> Occurrence: 7
Word: touch -> Occurrence: 20
Word: disfavour -> Occurrence: 1
Word: loneliness -> Occurrence: 4
Word: essence -> Occurrence: 3
Word: medium -> Occurrence: 4
Word: tangible -> Occurrence: 1
Word: conveying -> Occurrence: 2
Word: memories -> Occurrence: 11
Word: sympathy -> Occurrence: 12
Word: examine -> Occurrence: 5
Word: matter -> Occurrence: 53
Word: meantime -> Occurrence: 7
Word: careful -> Occurrence: 17
Word: suspicion -> Occurrence: 8
Word: midnighti -> Occurrence: 2
Word: history -> Occurrence: 4
Word: wonderfully -> Occurrence: 4
Word: especially -> Occurrence: 9
Word: battles -> Occurrence: 1
Word: present -> Occurrence: 57
Word: afterwards -> Occurrence: 14
Word: pride -> Occurrence: 6
Word: glory -> Occurrence: 3
Word: fate -> Occurrence: 6
Word: plural -> Occurrence: 1
Word: king -> Occurrence: 9
Word: fascinating -> Occurrence: 2
Word: walked -> Occurrence: 16
Word: grasping -> Occurrence: 2
Word: crush -> Occurrence: 2
Word: tells -> Occurrence: 16
Word: story -> Occurrence: 16
Word: race -> Occurrence: 7
Word: proud -> Occurrence: 7
Word: veins -> Occurrence: 20
Word: brave -> Occurrence: 33
Word: races -> Occurrence: 3
Word: lion -> Occurrence: 2
Word: fights -> Occurrence: 1
Word: lordship -> Occurrence: 6
Word: european -> Occurrence: 1
Word: ugric -> Occurrence: 1
Word: tribe -> Occurrence: 1
Word: bore -> Occurrence: 8
Word: iceland -> Occurrence: 1
Word: fighting -> Occurrence: 5
Word: spirit -> Occurrence: 14
Word: thor -> Occurrence: 2
Word: wodin -> Occurrence: 1
Word: berserkers -> Occurrence: 1
Word: intent -> Occurrence: 11
Word: seaboards -> Occurrence: 1
Word: ay -> Occurrence: 6
Word: asia -> Occurrence: 1
Word: africa -> Occurrence: 1
Word: peoples -> Occurrence: 8
Word: werewolves -> Occurrence: 1
Word: warlike -> Occurrence: 4
Word: earth -> Occurrence: 36
Word: dying -> Occurrence: 14
Word: witches -> Occurrence: 1
Word: expelled -> Occurrence: 1
Word: scythia -> Occurrence: 1
Word: mated -> Occurrence: 1
Word: devils -> Occurrence: 8
Word: desert -> Occurrence: 4
Word: fools -> Occurrence: 3
Word: devil -> Occurrence: 12
Word: witch -> Occurrence: 2
Word: wonder -> Occurrence: 34
Word: conquering -> Occurrence: 1
Word: magyar -> Occurrence: 3
Word: lombard -> Occurrence: 1
Word: avar -> Occurrence: 1
Word: bulgar -> Occurrence: 1
Word: poured -> Occurrence: 5
Word: thousands -> Occurrence: 8
Word: frontiers -> Occurrence: 1
Word: arpad -> Occurrence: 1
Word: legions -> Occurrence: 1
Word: fatherland -> Occurrence: 1
Word: frontier -> Occurrence: 5
Word: honfoglalas -> Occurrence: 1
Word: completed -> Occurrence: 5
Word: flood -> Occurrence: 3
Word: eastward -> Occurrence: 2
Word: claimed -> Occurrence: 2
Word: kindred -> Occurrence: 1
Word: victorious -> Occurrence: 1
Word: guarding -> Occurrence: 2
Word: turkeyland -> Occurrence: 3
Word: turks -> Occurrence: 1
Word: sleeps -> Occurrence: 12
Word: enemy -> Occurrence: 15
Word: sleepless -> Occurrence: 3
Word: gladly -> Occurrence: 4
Word: throughout -> Occurrence: 6
Word: nations -> Occurrence: 2
Word: bloody -> Occurrence: 5
Word: sword -> Occurrence: 1
Word: flocked -> Occurrence: 1
Word: quicker -> Occurrence: 3
Word: standard -> Occurrence: 1
Word: redeemed -> Occurrence: 1
Word: shame -> Occurrence: 6
Word: nation -> Occurrence: 1
Word: cassova -> Occurrence: 1
Word: flags -> Occurrence: 1
Word: wallach -> Occurrence: 1
Word: beneath -> Occurrence: 3
Word: crescent -> Occurrence: 6
Word: voivode -> Occurrence: 2
Word: woe -> Occurrence: 5
Word: unworthy -> Occurrence: 1
Word: brother -> Occurrence: 4
Word: sold -> Occurrence: 4
Word: slavery -> Occurrence: 1
Word: inspired -> Occurrence: 2
Word: age -> Occurrence: 14
Word: forces -> Occurrence: 9
Word: beaten -> Occurrence: 5
Word: field -> Occurrence: 3
Word: slaughtered -> Occurrence: 2
Word: ultimately -> Occurrence: 3
Word: triumph -> Occurrence: 6
Word: bah -> Occurrence: 2
Word: leader -> Occurrence: 5
Word: brain -> Occurrence: 41
Word: conduct -> Occurrence: 3
Word: battle -> Occurrence: 5
Word: mohcs -> Occurrence: 1
Word: yoke -> Occurrence: 1
Word: leaders -> Occurrence: 1
Word: brook -> Occurrence: 1
Word: free -> Occurrence: 35
Word: szekelysand -> Occurrence: 1
Word: hearts -> Occurrence: 18
Word: swordscan -> Occurrence: 1
Word: boast -> Occurrence: 1
Word: record -> Occurrence: 19
Word: mushroom -> Occurrence: 1
Word: growths -> Occurrence: 1
Word: hapsburgs -> Occurrence: 1
Word: romanoffs -> Occurrence: 1
Word: precious -> Occurrence: 10
Word: dishonourable -> Occurrence: 1
Word: peace -> Occurrence: 22
Word: glories -> Occurrence: 1
Word: tale -> Occurrence: 1
Word: horribly -> Occurrence: 6
Word: arabian -> Occurrence: 1
Word: cockcrowor -> Occurrence: 1
Word: ghost -> Occurrence: 2
Word: hamlets -> Occurrence: 1
Word: father -> Occurrence: 21
Word: maylet -> Occurrence: 1
Word: begin -> Occurrence: 26
Word: factsbare -> Occurrence: 1
Word: meagre -> Occurrence: 1
Word: verified -> Occurrence: 2
Word: confuse -> Occurrence: 1
Word: observation -> Occurrence: 5
Word: legal -> Occurrence: 4
Word: kinds -> Occurrence: 6
Word: spent -> Occurrence: 4
Word: wearily -> Occurrence: 2
Word: occupied -> Occurrence: 4
Word: examined -> Occurrence: 8
Word: lincolns -> Occurrence: 1
Word: method -> Occurrence: 6
Word: sequence -> Occurrence: 2
Word: dozen -> Occurrence: 3
Word: wise -> Occurrence: 11
Word: transaction -> Occurrence: 4
Word: militate -> Occurrence: 1
Word: practical -> Occurrence: 3
Word: banking -> Occurrence: 2
Word: shipping -> Occurrence: 3
Word: local -> Occurrence: 8
Word: needed -> Occurrence: 12
Word: mislead -> Occurrence: 3
Word: illustrate -> Occurrence: 2
Word: cathedral -> Occurrence: 3
Word: buys -> Occurrence: 1
Word: self -> Occurrence: 12
Word: sought -> Occurrence: 8
Word: services -> Occurrence: 1
Word: resident -> Occurrence: 1
Word: motive -> Occurrence: 4
Word: served -> Occurrence: 5
Word: residence -> Occurrence: 1
Word: purpose -> Occurrence: 34
Word: serve -> Occurrence: 4
Word: thus -> Occurrence: 26
Word: labours -> Occurrence: 5
Word: ship -> Occurrence: 59
Word: goods -> Occurrence: 9
Word: newcastle -> Occurrence: 1
Word: durham -> Occurrence: 1
Word: harwich -> Occurrence: 1
Word: dover -> Occurrence: 2
Word: ease -> Occurrence: 10
Word: consigning -> Occurrence: 1
Word: ports -> Occurrence: 1
Word: system -> Occurrence: 4
Word: agency -> Occurrence: 2
Word: locally -> Occurrence: 2
Word: instruction -> Occurrence: 2
Word: client -> Occurrence: 2
Word: liberty -> Occurrence: 2
Word: direct -> Occurrence: 4
Word: consignments -> Occurrence: 1
Word: forms -> Occurrence: 11
Word: difficulties -> Occurrence: 4
Word: arise -> Occurrence: 1
Word: forethought -> Occurrence: 2
Word: ability -> Occurrence: 1
Word: foresee -> Occurrence: 1
Word: acumen -> Occurrence: 1
Word: satisfied -> Occurrence: 23
Word: bitterness -> Occurrence: 1
Word: sending -> Occurrence: 4
Word: letters -> Occurrence: 34
Word: anybody -> Occurrence: 3
Word: month -> Occurrence: 4
Word: refusal -> Occurrence: 1
Word: employer -> Occurrence: 3
Word: someone -> Occurrence: 2
Word: behalf -> Occurrence: 2
Word: needs -> Occurrence: 5
Word: consulted -> Occurrence: 4
Word: stinted -> Occurrence: 1
Word: acceptance -> Occurrence: 1
Word: hawkinss -> Occurrence: 2
Word: besides -> Occurrence: 15
Word: bearing -> Occurrence: 8
Word: remember -> Occurrence: 39
Word: choice -> Occurrence: 4
Word: victory -> Occurrence: 1
Word: mastery -> Occurrence: 1
Word: smooth -> Occurrence: 4
Word: resistless -> Occurrence: 1
Word: discourse -> Occurrence: 1
Word: sheets -> Occurrence: 2
Word: notepaper -> Occurrence: 3
Word: envelopes -> Occurrence: 3
Word: thinnest -> Occurrence: 1
Word: underlip -> Occurrence: 1
Word: determined -> Occurrence: 16
Word: formal -> Occurrence: 3
Word: secret -> Occurrence: 17
Word: puzzle -> Occurrence: 4
Word: referring -> Occurrence: 1
Word: compunction -> Occurrence: 1
Word: circumstances -> Occurrence: 11
Word: protect -> Occurrence: 11
Word: samuel -> Occurrence: 3
Word: f -> Occurrence: 4
Word: billington -> Occurrence: 8
Word: leutner -> Occurrence: 1
Word: varna -> Occurrence: 23
Word: third -> Occurrence: 6
Word: coutts -> Occurrence: 1
Word: co -> Occurrence: 4
Word: herren -> Occurrence: 1
Word: klopstock -> Occurrence: 1
Word: billreuth -> Occurrence: 1
Word: bankers -> Occurrence: 1
Word: second -> Occurrence: 19
Word: unsealed -> Occurrence: 1
Word: doorhandle -> Occurrence: 1
Word: replace -> Occurrence: 2
Word: resume -> Occurrence: 2
Word: stamped -> Occurrence: 2
Word: carefully -> Occurrence: 19
Word: hope -> Occurrence: 64
Word: advise -> Occurrence: 2
Word: friendnay -> Occurrence: 1
Word: warn -> Occurrence: 4
Word: seriousness -> Occurrence: 4
Word: bad -> Occurrence: 32
Word: unwisely -> Occurrence: 1
Word: warned -> Occurrence: 4
Word: overcome -> Occurrence: 5
Word: chamber -> Occurrence: 2
Word: thenhe -> Occurrence: 1
Word: speech -> Occurrence: 5
Word: gruesome -> Occurrence: 3
Word: washing -> Occurrence: 1
Word: unnatural -> Occurrence: 2
Word: net -> Occurrence: 2
Word: mystery -> Occurrence: 16
Word: lateri -> Occurrence: 5
Word: endorse -> Occurrence: 1
Word: question -> Occurrence: 15
Word: bedi -> Occurrence: 1
Word: imagine -> Occurrence: 7
Word: freer -> Occurrence: 3
Word: hearing -> Occurrence: 6
Word: freedom -> Occurrence: 12
Word: expanse -> Occurrence: 3
Word: inaccessible -> Occurrence: 1
Word: compared -> Occurrence: 3
Word: want -> Occurrence: 112
Word: fresh -> Occurrence: 23
Word: nocturnal -> Occurrence: 1
Word: destroying -> Occurrence: 2
Word: nerve -> Occurrence: 8
Word: imaginings -> Occurrence: 2
Word: accursed -> Occurrence: 1
Word: bathed -> Occurrence: 2
Word: soft -> Occurrence: 14
Word: yellow -> Occurrence: 6
Word: melted -> Occurrence: 5
Word: velvety -> Occurrence: 1
Word: mere -> Occurrence: 10
Word: cheer -> Occurrence: 9
Word: storey -> Occurrence: 2
Word: imagined -> Occurrence: 3
Word: stonemullioned -> Occurrence: 1
Word: weatherworn -> Occurrence: 1
Word: movement -> Occurrence: 19
Word: mistake -> Occurrence: 7
Word: opportunities -> Occurrence: 4
Word: studying -> Occurrence: 1
Word: amused -> Occurrence: 3
Word: amuse -> Occurrence: 1
Word: changed -> Occurrence: 12
Word: repulsion -> Occurrence: 2
Word: emerge -> Occurrence: 4
Word: crawl -> Occurrence: 2
Word: abyss -> Occurrence: 1
Word: spreading -> Occurrence: 3
Word: wings -> Occurrence: 12
Word: trick -> Occurrence: 4
Word: delusion -> Occurrence: 2
Word: toes -> Occurrence: 1
Word: corners -> Occurrence: 6
Word: mortar -> Occurrence: 3
Word: stress -> Occurrence: 1
Word: using -> Occurrence: 11
Word: projection -> Occurrence: 1
Word: inequality -> Occurrence: 2
Word: downwards -> Occurrence: 3
Word: lizard -> Occurrence: 3
Word: moves -> Occurrence: 1
Word: manner -> Occurrence: 33
Word: creature -> Occurrence: 8
Word: semblance -> Occurrence: 1
Word: dread -> Occurrence: 21
Word: overpowering -> Occurrence: 2
Word: fearin -> Occurrence: 1
Word: fearand -> Occurrence: 1
Word: escape -> Occurrence: 23
Word: terrors -> Occurrence: 4
Word: mayonce -> Occurrence: 1
Word: fashion -> Occurrence: 10
Word: sidelong -> Occurrence: 2
Word: deal -> Occurrence: 24
Word: vanished -> Occurrence: 3
Word: hole -> Occurrence: 6
Word: availthe -> Occurrence: 1
Word: angle -> Occurrence: 4
Word: explore -> Occurrence: 2
Word: dared -> Occurrence: 11
Word: locks -> Occurrence: 1
Word: comparatively -> Occurrence: 1
Word: hall -> Occurrence: 29
Word: originally -> Occurrence: 2
Word: pull -> Occurrence: 8
Word: unhook -> Occurrence: 1
Word: unlocked -> Occurrence: 5
Word: thorough -> Occurrence: 4
Word: passages -> Occurrence: 1
Word: furniture -> Occurrence: 3
Word: dusty -> Occurrence: 6
Word: stairway -> Occurrence: 2
Word: pressure -> Occurrence: 3
Word: harder -> Occurrence: 4
Word: resistance -> Occurrence: 3
Word: exerted -> Occurrence: 3
Word: efforts -> Occurrence: 9
Word: forced -> Occurrence: 8
Word: wing -> Occurrence: 1
Word: suite -> Occurrence: 1
Word: former -> Occurrence: 8
Word: corner -> Occurrence: 20
Word: sides -> Occurrence: 5
Word: impregnable -> Occurrence: 1
Word: sling -> Occurrence: 1
Word: culverin -> Occurrence: 1
Word: consequently -> Occurrence: 1
Word: impossible -> Occurrence: 12
Word: position -> Occurrence: 10
Word: secured -> Occurrence: 5
Word: fastnesses -> Occurrence: 1
Word: sheer -> Occurrence: 4
Word: thorn -> Occurrence: 1
Word: roots -> Occurrence: 1
Word: clung -> Occurrence: 8
Word: cracks -> Occurrence: 2
Word: crevices -> Occurrence: 2
Word: crannies -> Occurrence: 2
Word: portion -> Occurrence: 3
Word: ladies -> Occurrence: 8
Word: bygone -> Occurrence: 1
Word: curtainless -> Occurrence: 1
Word: flooding -> Occurrence: 1
Word: diamond -> Occurrence: 2
Word: panes -> Occurrence: 2
Word: enabled -> Occurrence: 2
Word: softened -> Occurrence: 4
Word: dust -> Occurrence: 27
Word: disguised -> Occurrence: 1
Word: ravages -> Occurrence: 2
Word: moth -> Occurrence: 3
Word: brilliant -> Occurrence: 5
Word: chilled -> Occurrence: 4
Word: nerves -> Occurrence: 9
Word: hate -> Occurrence: 10
Word: presence -> Occurrence: 19
Word: school -> Occurrence: 3
Word: quietude -> Occurrence: 1
Word: possibly -> Occurrence: 12
Word: fair -> Occurrence: 23
Word: pen -> Occurrence: 4
Word: blushes -> Occurrence: 1
Word: illspelt -> Occurrence: 1
Word: loveletter -> Occurrence: 1
Word: nineteenth -> Occurrence: 3
Word: uptodate -> Occurrence: 1
Word: vengeance -> Occurrence: 1
Word: senses -> Occurrence: 4
Word: powers -> Occurrence: 11
Word: modernity -> Occurrence: 1
Word: maygod -> Occurrence: 1
Word: preserve -> Occurrence: 2
Word: sanity -> Occurrence: 7
Word: reduced -> Occurrence: 2
Word: safety -> Occurrence: 14
Word: assurance -> Occurrence: 4
Word: sane -> Occurrence: 17
Word: maddening -> Occurrence: 1
Word: lurk -> Occurrence: 1
Word: hateful -> Occurrence: 2
Word: merciful -> Occurrence: 3
Word: calm -> Occurrence: 19
Word: lies -> Occurrence: 22
Word: madness -> Occurrence: 8
Word: lights -> Occurrence: 10
Word: puzzled -> Occurrence: 9
Word: shakespeare -> Occurrence: 2
Word: hamlet -> Occurrence: 1
Word: tablets -> Occurrence: 2
Word: tis -> Occurrence: 1
Word: etc -> Occurrence: 8
Word: unhinged -> Occurrence: 2
Word: undoing -> Occurrence: 1
Word: repose -> Occurrence: 3
Word: accurately -> Occurrence: 3
Word: soothe -> Occurrence: 1
Word: warning -> Occurrence: 18
Word: frightens -> Occurrence: 1
Word: future -> Occurrence: 8
Word: fearful -> Occurrence: 13
Word: replaced -> Occurrence: 3
Word: pocket -> Occurrence: 10
Word: disobeying -> Occurrence: 1
Word: obstinacy -> Occurrence: 1
Word: brings -> Occurrence: 6
Word: outrider -> Occurrence: 1
Word: refreshed -> Occurrence: 2
Word: gloomhaunted -> Occurrence: 1
Word: sung -> Occurrence: 2
Word: lived -> Occurrence: 6
Word: sweet -> Occurrence: 64
Word: lives -> Occurrence: 20
Word: gentle -> Occurrence: 7
Word: breasts -> Occurrence: 1
Word: sad -> Occurrence: 32
Word: menfolk -> Occurrence: 1
Word: remorseless -> Occurrence: 2
Word: wars -> Occurrence: 1
Word: couch -> Occurrence: 3
Word: lovely -> Occurrence: 11
Word: unthinking -> Occurrence: 1
Word: uncaring -> Occurrence: 1
Word: composed -> Occurrence: 5
Word: startlingly -> Occurrence: 2
Word: realso -> Occurrence: 1
Word: real -> Occurrence: 19
Word: sunlight -> Occurrence: 9
Word: unchanged -> Occurrence: 1
Word: footsteps -> Occurrence: 6
Word: accumulation -> Occurrence: 2
Word: dress -> Occurrence: 12
Word: aquiline -> Occurrence: 3
Word: noses -> Occurrence: 2
Word: piercing -> Occurrence: 1
Word: contrasted -> Occurrence: 1
Word: wavy -> Occurrence: 1
Word: sapphires -> Occurrence: 1
Word: connection -> Occurrence: 4
Word: dreamy -> Occurrence: 2
Word: recollect -> Occurrence: 1
Word: shone -> Occurrence: 6
Word: pearls -> Occurrence: 1
Word: ruby -> Occurrence: 1
Word: voluptuous -> Occurrence: 10
Word: longing -> Occurrence: 4
Word: deadly -> Occurrence: 10
Word: wicked -> Occurrence: 4
Word: burning -> Occurrence: 10
Word: kiss -> Occurrence: 17
Word: minas -> Occurrence: 17
Word: pain -> Occurrence: 40
Word: truth -> Occurrence: 21
Word: laughedsuch -> Occurrence: 1
Word: silvery -> Occurrence: 1
Word: musical -> Occurrence: 1
Word: laugh -> Occurrence: 27
Word: softness -> Occurrence: 4
Word: human -> Occurrence: 11
Word: intolerable -> Occurrence: 2
Word: tingling -> Occurrence: 4
Word: sweetness -> Occurrence: 10
Word: waterglasses -> Occurrence: 2
Word: played -> Occurrence: 4
Word: cunning -> Occurrence: 10
Word: girl -> Occurrence: 33
Word: coquettishly -> Occurrence: 1
Word: yours -> Occurrence: 23
Word: kisses -> Occurrence: 2
Word: eyelashes -> Occurrence: 1
Word: agony -> Occurrence: 8
Word: delightful -> Occurrence: 3
Word: anticipation -> Occurrence: 1
Word: advanced -> Occurrence: 10
Word: honeysweet -> Occurrence: 1
Word: bitter -> Occurrence: 21
Word: underlying -> Occurrence: 1
Word: offensiveness -> Occurrence: 1
Word: smells -> Occurrence: 4
Word: eyelids -> Occurrence: 5
Word: lashes -> Occurrence: 1
Word: gloating -> Occurrence: 2
Word: deliberate -> Occurrence: 1
Word: thrilling -> Occurrence: 1
Word: repulsive -> Occurrence: 3
Word: licked -> Occurrence: 3
Word: animal -> Occurrence: 9
Word: moisture -> Occurrence: 1
Word: scarlet -> Occurrence: 2
Word: lapped -> Occurrence: 2
Word: fasten -> Occurrence: 3
Word: paused -> Occurrence: 20
Word: churning -> Occurrence: 1
Word: skin -> Occurrence: 6
Word: tingle -> Occurrence: 3
Word: ones -> Occurrence: 18
Word: tickle -> Occurrence: 1
Word: approaches -> Occurrence: 1
Word: nearernearer -> Occurrence: 1
Word: shivering -> Occurrence: 3
Word: supersensitive -> Occurrence: 2
Word: dents -> Occurrence: 1
Word: pausing -> Occurrence: 2
Word: languorous -> Occurrence: 2
Word: ecstasy -> Occurrence: 1
Word: waitedwaited -> Occurrence: 1
Word: beating -> Occurrence: 10
Word: sensation -> Occurrence: 1
Word: lightning -> Occurrence: 4
Word: storm -> Occurrence: 16
Word: involuntarily -> Occurrence: 2
Word: slender -> Occurrence: 2
Word: giants -> Occurrence: 1
Word: power -> Occurrence: 46
Word: draw -> Occurrence: 10
Word: transformed -> Occurrence: 1
Word: champing -> Occurrence: 2
Word: rage -> Occurrence: 7
Word: blazing -> Occurrence: 4
Word: passion -> Occurrence: 12
Word: wrath -> Occurrence: 3
Word: demons -> Occurrence: 2
Word: pit -> Occurrence: 3
Word: positively -> Occurrence: 10
Word: lurid -> Occurrence: 3
Word: hellfire -> Occurrence: 3
Word: deathly -> Occurrence: 4
Word: lines -> Occurrence: 9
Word: wires -> Occurrence: 1
Word: met -> Occurrence: 29
Word: heaving -> Occurrence: 2
Word: bar -> Occurrence: 1
Word: whitehot -> Occurrence: 2
Word: hurled -> Occurrence: 5
Word: whisper -> Occurrence: 13
Word: forbidden -> Occurrence: 2
Word: belongs -> Occurrence: 2
Word: beware -> Occurrence: 1
Word: meddle -> Occurrence: 1
Word: youll -> Occurrence: 3
Word: ribald -> Occurrence: 2
Word: coquetry -> Occurrence: 1
Word: loved -> Occurrence: 24
Word: joined -> Occurrence: 7
Word: mirthless -> Occurrence: 1
Word: soulless -> Occurrence: 1
Word: laughter -> Occurrence: 5
Word: fiends -> Occurrence: 1
Word: attentively -> Occurrence: 1
Word: yourselves -> Occurrence: 2
Word: promise -> Occurrence: 33
Word: awaken -> Occurrence: 1
Word: nodded -> Occurrence: 18
Word: gasp -> Occurrence: 2
Word: wail -> Occurrence: 6
Word: halfsmothered -> Occurrence: 1
Word: child -> Occurrence: 61
Word: aghast -> Occurrence: 1
Word: horror -> Occurrence: 28
Word: fade -> Occurrence: 2
Word: shadowy -> Occurrence: 3
Word: entirely -> Occurrence: 7
Word: faded -> Occurrence: 2
Word: overcame -> Occurrence: 1
Word: unconscious -> Occurrence: 10
Word: iv -> Occurrence: 1
Word: dreamt -> Occurrence: 1
Word: satisfy -> Occurrence: 4
Word: arrive -> Occurrence: 16
Word: unquestionable -> Occurrence: 1
Word: result -> Occurrence: 11
Word: clothes -> Occurrence: 13
Word: folded -> Occurrence: 5
Word: unwound -> Occurrence: 1
Word: rigorously -> Occurrence: 1
Word: upset -> Occurrence: 20
Word: undressed -> Occurrence: 1
Word: hurried -> Occurrence: 12
Word: task -> Occurrence: 36
Word: pockets -> Occurrence: 2
Word: intact -> Occurrence: 3
Word: brooked -> Occurrence: 1
Word: destroyed -> Occurrence: 8
Word: sanctuary -> Occurrence: 1
Word: werewho -> Occurrence: 1
Word: arewaiting -> Occurrence: 1
Word: suck -> Occurrence: 4
Word: forcibly -> Occurrence: 3
Word: jamb -> Occurrence: 2
Word: woodwork -> Occurrence: 1
Word: splintered -> Occurrence: 1
Word: bolt -> Occurrence: 7
Word: lock -> Occurrence: 24
Word: shot -> Occurrence: 12
Word: fastened -> Occurrence: 11
Word: surmise -> Occurrence: 8
Word: toils -> Occurrence: 1
Word: suavest -> Occurrence: 1
Word: tones -> Occurrence: 8
Word: fain -> Occurrence: 1
Word: rebelled -> Occurrence: 1
Word: quarrel -> Occurrence: 2
Word: openly -> Occurrence: 3
Word: excite -> Occurrence: 4
Word: arouse -> Occurrence: 3
Word: anger -> Occurrence: 6
Word: prolong -> Occurrence: 2
Word: occur -> Occurrence: 8
Word: manifest -> Occurrence: 6
Word: posts -> Occurrence: 1
Word: uncertain -> Occurrence: 3
Word: ensure -> Occurrence: 3
Word: impressiveness -> Occurrence: 1
Word: countermand -> Occurrence: 1
Word: due -> Occurrence: 10
Word: admit -> Occurrence: 7
Word: prolonging -> Occurrence: 1
Word: oppose -> Occurrence: 1
Word: create -> Occurrence: 2
Word: dates -> Occurrence: 5
Word: minute -> Occurrence: 18
Word: june -> Occurrence: 6
Word: span -> Occurrence: 1
Word: maythere -> Occurrence: 1
Word: rate -> Occurrence: 19
Word: szgany -> Occurrence: 13
Word: encamped -> Occurrence: 1
Word: gipsies -> Occurrence: 2
Word: allied -> Occurrence: 1
Word: hungary -> Occurrence: 1
Word: attach -> Occurrence: 1
Word: fearless -> Occurrence: 1
Word: religion -> Occurrence: 1
Word: varieties -> Occurrence: 1
Word: romany -> Occurrence: 1
Word: posted -> Occurrence: 2
Word: acquaintanceship -> Occurrence: 1
Word: obeisance -> Occurrence: 1
Word: signs -> Occurrence: 12
Word: communicate -> Occurrence: 3
Word: situation -> Occurrence: 3
